SCHOOL,ORG CODE,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Taunton - Elizabeth Pole, 02930027,17.7,1.6,14.9,57.4,0,0.3,8,50.2,49.8
Taunton - H H Galligan, 02930057,22,0.8,17.1,54.1,0.4,1.2,4.5,50.8,49.2
Taunton - Hopewell, 02930035,13.4,0.3,9.6,68.5,0.3,0,7.9,47.9,52.1
Taunton - John F Parker Middle, 02930305,19.2,2,15.2,55.4,0.4,0.2,7.5,48.3,51.7
Taunton - Joseph C Chamberlain, 02930008,7.2,1.5,4.3,82,0.2,0,4.7,52.7,47.3
Taunton - Joseph H Martin, 02930042,14,1.7,10.5,69.7,0.3,0,3.9,52.5,47.5
Taunton - Mulcahey Elementary School, 02930015,18,0.6,15.1,60.9,0,0.2,5.1,53.2,46.8
Taunton - Taunton Alternative High School, 02930525,15.7,0,14.6,64,0,0,5.6,62.9,37.1
Taunton - Taunton High, 02930505,14.5,1.8,11.8,67.9,0.1,0.3,3.6,50.1,49.8
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School, 39020900,6.3,3.3,12.2,70.5,0.4,0.2,7.1,43.4,56.6
Tewksbury - Heath-Brook, 02950010,1.8,2.4,3,90.8,0,0,2.1,49.7,50.3
Tewksbury - John F. Ryan, 02950023,2.4,3,1.7,91.6,0.4,0.2,0.7,53.9,46.1
Tewksbury - John W. Wynn Middle, 02950305,2.8,3.2,2.3,90.4,0,0,1.3,45.2,54.8
Tewksbury - L F Dewing, 02950001,4.1,3.4,5.3,86.7,0,0.2,0.4,52.8,47.2
Tewksbury - Louise Davy Trahan, 02950025,0.8,3.5,2,92.5,0,0,1.2,45.9,54.1
Tewksbury - North Street, 02950020,5.8,3.1,1.9,87.5,0,0,1.6,57.6,42.4
Tewksbury - Tewksbury Memorial High, 02950505,1.5,2.6,2.9,92.6,0,0.2,0.3,52.8,47.2
Tisbury - Tisbury Elementary, 02960005,3.1,0.9,26.2,59.8,2.2,0,7.8,53.3,46.7
Topsfield - Proctor Elementary, 02980005,0.8,1.6,2.9,92.2,0,0,2.5,47.5,52.5
Topsfield - Steward Elementary, 02980010,0.3,1.6,1.8,93.2,0.8,0,2.4,50.8,49.2
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical, 08780605,0.4,0.7,4.6,89.2,0.4,0.2,4.5,55,44.9
Triton - Newbury Elementary, 07730020,0.7,1.6,1.6,94.8,0,0.5,0.9,55.2,44.8
Triton - Pine Grove, 07730025,0.4,0.6,1.1,94.9,0.2,0,2.8,50.7,49
Triton - Salisbury Elementary, 07730015,2.6,3.6,4.3,85.6,0,0.6,3.2,50.2,49.8
Triton - Triton Regional High School, 07730505,0.8,1.7,2.2,94.7,0,0,0.6,47.9,52.1
Triton - Triton Regional Middle School, 07730405,1,2,2.8,91.6,0.5,0.3,1.8,50.8,49.2
Truro - Truro Central, 03000005,6,0,12.1,70.7,0,0,11.2,44.8,55.2
Tyngsborough - Tyngsborough Elementary, 03010020,4.1,6.7,5.1,81.1,0.1,0,2.9,53.6,46.4
Tyngsborough - Tyngsborough High School, 03010505,2.2,6.1,3.6,85.2,0,0,3,49.3,50.7
Tyngsborough - Tyngsborough Middle, 03010305,1.7,5,3.6,86.2,0.2,0,3.3,48.7,51.3
UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston, 04800405,46.8,5.7,39.4,5.5,0.2,0.4,1.9,55.7,44.3
UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester, 35050405,56.7,1.6,38,1.1,0.4,0,2.2,49.2,50.8
Up-Island Regional - Chilmark Elementary, 07740010,0,2.3,2.3,86.4,0,0,9.1,56.8,43.2
Up-Island Regional - West Tisbury Elementary, 07740020,2.9,0.9,6,81.1,4,0,5.2,55,45
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical, 08790605,4.4,1.7,1.4,87.6,0.6,0,4.4,61.8,38.2
Uxbridge - Gateway to College, 03040515,0,2.2,17.4,73.9,2.2,2.2,2.2,41.3,58.7
Uxbridge - McCloskey Middle School, 03040015,1.2,1.9,4.8,90,0,0,2.1,52.7,47.3
Uxbridge - Taft Early Learning Center, 03040005,1,0.8,2.7,93.1,0,0,2.3,55.3,44.7
Uxbridge - Uxbridge High, 03040505,1.5,1.5,2.7,91.9,0.6,0.2,1.7,53.5,46.5
Uxbridge - Whitin Elementary School, 03040020,0.7,1.7,3.6,91.2,1,0,1.7,52.8,47
Veritas Preparatory Charter School (District) - Veritas Preparatory Charter School, 04980405,19.5,1.3,70.9,6.7,0,0,1.6,52.1,47.9
Wachusett - Central Tree Middle, 07750310,1.2,2.2,3.2,89.3,0,0,4,55.2,44.8
Wachusett - Chocksett Middle School, 07750315,1.3,1.6,3.7,92.3,0,0,1.1,52,48
Wachusett - Davis Hill Elementary, 07750018,2.9,1.8,5.3,87.7,0,0,2.4,51.5,48.5
Wachusett - Dawson, 07750020,3,4.3,4.5,85.2,0,0,3,52.5,47.5
Wachusett - Early Childhood Center, 07750001,1.3,4.7,6.7,84,0.7,0.7,2,55.3,44.7
Wachusett - Glenwood Elementary School, 07750060,1.4,3.1,5.6,86.4,0,0,3.6,48.3,51.7
Wachusett - Houghton Elementary, 07750027,1.3,2.6,5.9,87.8,0,0,2.6,52,48
Wachusett - Leroy E.Mayo, 07750032,2,5.7,4.9,86.2,0,0,1.2,53.3,46.7
Wachusett - Mountview Middle, 07750305,2.3,4.2,4.7,85.9,0.2,0,2.6,50.6,49.4
Wachusett - Naquag Elementary School, 07750005,1.9,0.6,4.3,89.8,0.9,0.3,2.2,47.7,52.3
Wachusett - Paxton Center, 07750040,2,2.2,8.7,86.3,0,0,0.8,53.7,46.3
Wachusett - Thomas Prince, 07750045,0.5,1.3,3.8,92.7,0,0,1.8,47.8,52.2
Wachusett - Wachusett Regional High, 07750505,1.9,3.2,4.1,88.9,0,0.2,1.7,47.3,52.7
Wakefield - Dolbeare, 03050005,0.7,2.5,7,86,0.2,0,3.6,49.3,50.7
Wakefield - Early Childhood Center at the Doyle School, 03050001,1.6,3.9,3.1,87.6,0,1.6,2.3,51.2,48.8
Wakefield - Galvin Middle School, 03050310,3.2,2.8,5.6,86.3,0.1,0.1,1.9,51.4,48.6
Wakefield - Greenwood, 03050020,1.8,5.4,5.4,82.5,0,0,4.9,48.9,51.1
Wakefield - Wakefield Memorial High, 03050505,3.1,3.1,2.9,88.6,0.2,0.3,2,47.9,52.1
Wakefield - Walton, 03050040,2.5,2.5,3.5,88.1,0,0,3.5,53.2,46.8
Wakefield - Woodville School, 03050015,1.8,4.1,10.6,79,0.2,0,4.3,52.9,46.8
Wales - Wales Elementary, 03060005,0.6,0.6,3.7,90.2,1.2,0,3.7,51.2,48.8
Walpole - Bird Middle, 03070305,3.3,2.3,5.8,86,0.8,0,1.7,50,50
Walpole - Boyden, 03070010,6.9,5,6.3,79.4,0.8,0,1.6,48.1,51.9
Walpole - Daniel Feeney Preschool Center, 03070002,6.1,14.6,8.5,67.1,0,0,3.7,54.9,45.1
Walpole - Eleanor N Johnson Middle, 03070310,3.1,10.3,3.6,80.7,0,0,2.2,52.5,47.5
Walpole - Elm Street School, 03070005,2.1,8.4,5.1,81.8,0.2,0,2.3,55.4,44.6
Walpole - Fisher, 03070015,3.5,11.4,3.9,77.6,0,0,3.5,50.9,49.1
Walpole - Old Post Road, 03070018,2.5,2.9,7,85.1,0.7,0,1.8,50.9,49.1
Walpole - Walpole High, 03070505,4.2,3.5,4.5,86.7,0.2,0,0.9,48.9,51.1
Waltham - Douglas MacArthur Elementary School, 03080032,10.9,8.6,16,60.2,0,0,4.4,52.8,47.2
Waltham - Henry Whittemore Elementary School, 03080065,4.9,3.4,73.5,16.9,0,0,1.3,50.3,49.7
Waltham - James Fitzgerald Elementary School, 03080060,7.6,5.8,27.5,55.4,0,0,3.8,46.9,53.1
Waltham - John F Kennedy Middle, 03080404,10.9,5.7,28.3,53.5,0,0,1.6,52.3,47.7
Waltham - John W. McDevitt Middle School, 03080415,8.4,3.1,42,43,0,0.2,3.4,52.4,47.6
Waltham - Northeast Elementary School, 03080040,10.3,8.4,24.5,52.8,0.6,0,3.4,52,48
Waltham - Thomas R Plympton Elementary School, 03080050,11.8,5,38.7,40.8,0,0,3.6,54.4,45.6
Waltham - Waltham Public Schools Dual Language Program, 03080001,2.5,2.5,62.5,30,0,0,2.5,47.5,52.5
Waltham - Waltham Sr High, 03080505,11.6,5,38.3,42.2,0.2,0.3,2.3,54.1,45.9
Waltham - William F. Stanley Elementary School, 03080005,7,8.1,46.2,37,0,0,1.8,54.9,45.1
Ware - Stanley M Koziol Elementary School, 03090020,1.2,0.5,7.7,84.8,0,0,5.8,53.4,46.6
Ware - Ware Junior/Senior High School, 03090505,2.5,1.1,8.8,83.8,0.4,0.2,3.2,52.4,47.6
Ware - Ware Middle School, 03090305,2.1,0.6,7.1,84.6,0,0.3,5.3,48.1,51.9
Wareham - John William Decas, 03100003,6.1,1,6.6,73.2,0.8,0,12.3,50.7,49.3
Wareham - Minot Forest, 03100017,7.1,1.2,5.7,75,1.2,0,9.9,51.7,48.3
Wareham - Wareham Cooperative Alternative School, 03100315,9.8,0,8.2,72.1,1.6,0,8.2,60.7,39.3
Wareham - Wareham Middle, 03100305,7.2,0.7,6.6,75.9,1.3,0.1,8.2,52.7,47.3
Wareham - Wareham Senior High, 03100505,9.7,1.5,9.8,67.6,0.8,0.2,10.4,51,49
Watertown - Cunniff, 03140015,4.4,5.7,15.2,71.6,0,0,3,53.7,46.3
Watertown - Hosmer, 03140020,3,7.7,12.2,70.5,0.3,0,6.3,50.9,49.1
Watertown - James Russell Lowell, 03140025,2.1,8.8,11.3,71.1,0.2,0,6.5,52.1,47.9
Watertown - Watertown High, 03140505,3.2,6.5,13,73.6,0.8,0.2,2.9,50.2,49.8
Watertown - Watertown Middle, 03140305,4.9,9.5,13.7,66.4,0.7,0.2,4.6,50.1,49.9
Wayland - Claypit Hill School, 03150005,5.9,11.9,4.3,71.6,0,0.6,5.8,48.4,51.6
Wayland - Happy Hollow School, 03150015,7,15.8,4.1,66.6,0,0.3,6.2,54.1,45.9
Wayland - Loker School, 03150020,3.9,15.6,3.9,71.6,0,0.4,4.7,53.3,46.7
Wayland - Wayland High School, 03150505,4.8,15,5.4,70.4,0,0.1,4.2,53.1,46.9
Wayland - Wayland Middle School, 03150305,5.2,17.5,3.9,66.5,0,0.2,6.8,48.3,51.7
Webster - Bartlett High School, 03160505,4.3,2.9,14.7,73.1,0,0,5,54.2,45.8
Webster - Park Avenue Elementary, 03160015,3.9,1.3,26.2,62.4,0.2,0.1,5.9,52.9,47.1
Webster - Webster Middle School, 03160315,5.7,1.9,22.3,63.1,0.2,0.5,6.4,45.9,54.1
Wellesley - Ernest F Upham, 03170050,2.7,10.4,1.8,82.4,0,0,2.7,53.6,46.4
Wellesley - Hunnewell, 03170025,4.8,6,2.8,76.5,0,0,10,47.8,52.2
Wellesley - John D Hardy, 03170020,3.9,20.8,6.2,63,0,0,6.2,47.4,52.6
Wellesley - Joseph E Fiske, 03170015,4.1,22.7,8.2,58.5,0,0,6.6,49.9,50.1
Wellesley - Katharine Lee Bates, 03170005,3.7,6.3,3.2,80.7,0,0,6.1,45.1,54.9
Wellesley - Schofield, 03170045,5.7,14.7,7.1,66,0,0,6.5,47.6,52.4
Wellesley - Sprague Elementary School, 03170048,3.8,13.3,5.1,66.6,0,0,11.2,53.6,46.4
Wellesley - Wellesley Middle, 03170305,3.3,10.9,4.5,75.1,0,0,6.1,51.5,48.5
Wellesley - Wellesley Sr High, 03170505,6.1,11.6,4.7,73.5,0,0.1,4,48.2,51.8
Wellfleet - Wellfleet Elementary, 03180005,1.8,0,8,85,0,0,5.3,47.8,52.2
West Boylston - Major Edwards Elementary, 03220005,1.5,1.2,11.4,81.6,0,0,4.2,51,49
West Boylston - West Boylston Junior/Senior High, 03220505,1.6,0.8,9.2,85,0.2,0,3.3,47.6,52.4
West Bridgewater - Howard School, 03230305,3,0.4,5.2,88.5,0.4,0,2.6,51.1,48.9
West Bridgewater - Rose L Macdonald, 03230003,3.9,1.6,1.9,88.3,0,0.4,3.9,47.1,52.9
West Bridgewater - Spring Street School, 03230005,1.4,2.1,7.1,85.1,0,0,4.3,53.2,46.8
West Bridgewater - West Bridgewater Junior/Senior, 03230505,3.1,1.3,2.4,90.8,0.2,0.2,2.1,44.9,55.1
West Springfield - 21st Century Skills Academy, 03320515,7.1,0,14.3,78.6,0,0,0,78.6,21.4
West Springfield - Cowing Early Childhood, 03320001,3.3,11.7,18.3,65,0,0,1.7,50,50
West Springfield - John Ashley, 03320005,2.7,2.2,17.7,74.8,0,0,2.7,53.5,46.5
West Springfield - John R Fausey, 03320010,3.5,4.8,13.2,74.5,0,0.2,3.9,55,45
West Springfield - Memorial, 03320025,5.1,8.9,30.5,50.8,0,0,4.7,51.7,48.3
West Springfield - Mittineague, 03320030,4.3,1.8,16.6,73,0,0,4.3,46.6,53.4
West Springfield - Philip G Coburn, 03320007,4.9,15.3,16.7,60.8,0,0,2.3,49.7,50.3
West Springfield - Tatham, 03320040,1.3,2.6,8.4,82.4,0,0,5.3,48.5,51.5
West Springfield - West Springfield High, 03320505,3.6,6.8,14.4,73.2,0.1,0.1,1.9,52.3,47.7
West Springfield - West Springfield Middle, 03320305,3.2,6.8,19,69.4,0.2,0,1.4,52.4,47.6
Westborough - Annie E Fales, 03210010,1.2,35.2,2.3,57.8,0.6,0,2.9,50.7,49.3
Westborough - Elsie A Hastings Elementary, 03210025,2.1,40.9,11.7,41.8,0.4,0,3.1,51.2,48.8
Westborough - J Harding Armstrong, 03210005,3,41.8,4,49.5,0,0,1.8,50.5,49.5
Westborough - Mill Pond School, 03210045,0.7,33.5,5.6,56.7,0,0.1,3.4,50.5,49.5
Westborough - Sarah W Gibbons Middle, 03210305,1.3,26.7,6.9,60.4,0.2,0.2,4.4,53.3,46.7
Westborough - Westborough High, 03210505,2,21.2,4.5,70.1,0,0,2.3,49.3,50.7
Westfield - Abner Gibbs, 03250020,3.7,6,19.3,68.3,0,0,2.8,48.2,51.8
Westfield - Fort Meadow Early Childhood Center, 03250003,0,6.9,22.3,68.6,0,0,2.3,56.6,43.4
Westfield - Franklin Ave, 03250015,2.8,2,25.9,67.3,0.4,0.4,1.2,49,51
Westfield - Highland, 03250025,1.5,8.6,14.6,74.2,0,0,1,53.5,46.5
Westfield - Munger Hill, 03250033,3,2.3,8.1,83.5,0,0.3,2.8,52.5,47.5
Westfield - North Middle School, 03250305,1.1,1.6,11.1,83.6,0,0.3,2.3,50.3,49.7
Westfield - Paper Mill, 03250036,4.2,0.9,21.2,70.4,0.2,0,3,51.3,48.7
Westfield - Russell Elementary School, 03250055,1.6,0.5,7.6,89.1,0,0,1.1,52.7,47.3
Westfield - South Middle School, 03250310,2.5,3.1,15.4,78.3,0,0,0.7,51.7,48.3
Westfield - Southampton Road, 03250040,0.9,0.9,11.7,82.8,0.2,0,3.5,48.8,51.2
Westfield - Westfield High, 03250505,2.9,3.2,11.1,80.6,0.2,0.2,1.9,45.3,54.7
Westfield - Westfield Technical Academy, 03250605,2.2,1.9,6.3,88,0.2,0.2,1.3,63.9,36.1
Westford - Abbot Elementary, 03260004,0.3,15.4,0.3,79.8,2,0,2.2,47.8,52.2
Westford - Blanchard Middle, 03260310,1,28.7,0.3,68.1,0.7,0.2,1.1,50.8,49.2
Westford - Col John Robinson, 03260025,0.7,26.2,1.5,68.3,0,0,3.3,48.3,51.7
Westford - Day Elementary, 03260007,1.4,35,0.6,59.4,0,0,3.6,48.5,51.5
Westford - John A. Crisafulli Elementary School, 03260045,1.2,25.9,2.4,66.1,0,0,4.5,51.2,48.8
Westford - Millennium Elementary, 03260013,0.8,31.1,2.5,58.8,0,0,6.7,57.1,42.9
Westford - Nabnasset, 03260015,0.6,19.9,1.7,73.4,0,0,4.4,50.1,49.9
Westford - Rita E. Miller Elementary School, 03260055,0.9,34,2.1,55.8,0,0,7.2,49.9,50.1
Westford - Stony Brook School, 03260330,0.7,23.9,1.3,70.9,0.1,0,3,52.2,47.8
Westford - Westford Academy, 03260505,0.7,20.5,1.1,74.1,0,0,3.6,51,49
Westhampton - Westhampton Elementary School, 03270005,0,0,3.8,94.6,0,0,1.5,50,50
Weston - Country, 03300010,5.6,13.3,11.9,62.1,0,0,7,48.1,51.9
Weston - Field Elementary School, 03300012,7.8,12.7,5.5,67.4,0,0,6.6,54.8,45.2
Weston - Weston High, 03300505,5.9,17,4.8,67.1,0.6,0,4.5,50.6,49.4
Weston - Weston Middle, 03300305,7,15,4.7,67.1,0.6,0,5.6,50.4,49.6
Weston - Woodland, 03300015,6,14.9,5.3,71.9,0,0.3,1.7,50.7,49.3
Westport - Alice A Macomber, 03310015,0,0.3,2.3,92.4,0.3,0,4.7,53.3,46.7
Westport - Westport Elementary, 03310030,0.2,0.4,4.1,90.2,0,0,5.1,54.8,45.2
Westport - Westport Junior/Senior High School, 03310515,0.7,1.7,3.3,91,0.5,0,2.8,55.7,44.3
Westwood - Deerfield School, 03350010,0.4,10.3,4.9,78.9,0,0,5.4,56.1,43.9
Westwood - Downey, 03350012,0.4,13.1,3.7,78.3,0,0,4.5,57.4,42.6
Westwood - E W Thurston Middle, 03350305,3.9,9.4,3.9,80.5,0,0,2.3,46.7,53.3
Westwood - Martha Jones, 03350017,1,11.6,3.1,80.5,0,0,3.8,51.5,48.5
Westwood - Paul Hanlon, 03350015,1.8,14,3.6,76.6,0,0,4.1,50.5,49.5
Westwood - Westwood High, 03350505,3,7,1.9,86.5,0,0,1.6,47.4,52.6
Westwood - Westwood Integrated Preschool, 03350050,2.4,4.8,4.8,88.1,0,0,0,71.4,28.6
Westwood - William E Sheehan, 03350025,0.6,6.1,5.8,82.8,0,0,4.7,54.4,45.6
Weymouth - Abigail Adams Middle School, 03360310,5.8,4.7,9.1,77.2,0.4,0.2,2.7,50.7,49.3
Weymouth - Academy Avenue, 03360005,3.8,8.8,9.5,75.4,0,0,2.5,54.6,45.4
Weymouth - Frederick C Murphy, 03360050,7.9,0.8,6.7,77.9,0,0,6.7,50.8,49.2
Weymouth - Johnson Early Childhood Center, 03360003,8.5,8.5,7,71.9,0,0,4,55.8,44.2
Weymouth - Lawrence W Pingree, 03360065,5.9,5,4.5,82.3,0,0,2.3,47.7,52.3
Weymouth - Maria Weston Chapman Middle School, 03360020,7.3,5.1,6.1,77.1,0.1,0.1,4.1,50.8,49.2
Weymouth - Ralph Talbot, 03360085,6.7,6,8.9,77,0,0.4,1.1,51.4,48.6
Weymouth - Thomas V Nash, 03360060,3.5,4.3,6.5,80.5,0,0,5.2,43.7,56.3
Weymouth - Thomas W. Hamilton Primary School, 03360105,5.2,10.1,11.9,68.4,1.2,0,3.2,47.2,52.8
Weymouth - Wessagusset, 03360110,1.7,4.4,6.1,83.3,0,0,4.4,53.4,46.6
Weymouth - Weymouth High School, 03360505,4.3,4.8,6.8,81.3,0.2,0,2.7,52,48
Weymouth - William Seach, 03360080,18.7,11.3,16.1,49,0.6,0,4.2,50.4,49.6
Whately - Whately Elementary, 03370005,0,0,4.7,93.8,0,0,1.6,52.7,47.3
Whitman-Hanson - Hanson Middle School, 07800315,1.2,0.5,2.5,93.8,0,0,2,55.7,44.3
Whitman-Hanson - Indian Head, 07800035,0.9,1.2,2.3,94.8,0,0,0.9,50.4,49.6
Whitman-Hanson - John H Duval, 07800030,2.2,0.8,7.1,84.6,0.6,0.2,4.4,48.5,51.5
Whitman-Hanson - Louise A Conley, 07800010,2.9,0.7,5.9,87.5,0.7,0,2.3,49,51
Whitman-Hanson - Maquan Elementary, 07800025,0.9,1.2,4.4,90.5,0.2,0,2.8,57.4,42.6
Whitman-Hanson - Whitman Hanson Regional, 07800505,1.9,1.3,2.5,91.8,0.3,0.2,2.1,48.5,51.5
Whitman-Hanson - Whitman Middle, 07800310,2.8,0.8,3.5,89.5,0.7,0.3,2.3,52.3,47.7
Whittier Regional Vocational Technical - Whittier Regional Vocational, 08850605,1.5,1.1,18.3,76,0.2,0,2.8,54.6,45.4
Williamsburg - Anne T. Dunphy School, 03400020,3.2,0.6,0.6,95.6,0,0,0,54.4,45.6
Williamstown - Williamstown Elementary, 03410010,1.3,2.9,6.9,82.4,0,0,6.4,52.2,47.8
Wilmington - Boutwell, 03420005,0.6,8.9,4.4,82.9,0,0,3.2,53.2,46.8
Wilmington - North Intermediate, 03420060,1.1,3,3,89.3,0,0,3.7,53,47
Wilmington - Shawsheen Elementary, 03420025,0.8,4.5,6.7,84.7,0,0,3.3,52.1,47.9
Wilmington - West Intermediate, 03420080,1.2,3.9,5.9,86.6,0.4,0,2,47.2,52.8
Wilmington - Wildwood, 03420015,2.8,4.5,3.9,83.7,0.6,0,4.5,56.2,43.8
Wilmington - Wilmington High, 03420505,2.4,5.2,3,87.5,0.1,0.1,1.7,49.4,50.6
Wilmington - Wilmington Middle School, 03420330,1.6,4.3,4.3,86.5,0.1,0,3.2,50.4,49.6
Wilmington - Woburn Street, 03420020,0.5,4.6,3.6,87.4,0,0,3.9,53.2,46.8
Winchendon - Memorial, 03430040,1.1,1.8,4,90.5,0,0,2.5,61.8,38.2
Winchendon - Murdock Academy for Success, 03430405,0,0,0,92.9,0,0,7.1,64.3,35.7
Winchendon - Murdock High School, 03430515,2.1,3.1,8,84.1,0.3,0,2.4,53.6,46.4
Winchendon - Murdock Middle School, 03430315,1.7,3,7.1,83.1,0.7,0,4.4,50.7,49.3
Winchendon - Toy Town Elementary, 03430050,1.8,2.1,6.8,86.5,0,0.4,2.5,48.4,51.6
Winchendon - Winchendon PreSchool Program, 03430010,1.2,2.4,1.2,92.8,0,0,2.4,54.2,45.8
Winchester - Ambrose Elementary, 03440045,0,4.8,1.6,90.5,0,0,3.2,50.5,49.5
Winchester - Lincoln Elementary, 03440005,1.2,7.6,2.2,81.5,0,0,7.6,45.9,53.9
Winchester - Lynch Elementary, 03440020,2.2,25.6,4,61.7,0,0,6.4,53.7,46.3
Winchester - McCall Middle, 03440305,0.7,16.7,3.4,75,0.3,0.1,3.8,49.4,50.6
Winchester - Muraco Elementary, 03440040,1,23.5,2.2,63.9,0.7,0,8.7,48.5,51.5
Winchester - Vinson-Owen Elementary, 03440025,0.2,19.2,2.8,69.2,0,0,8.5,49.8,50.2
Winchester - Winchester High School, 03440505,1.4,16.4,4.1,74.1,0.1,0,3.9,50.3,49.7
Winthrop - Arthur T. Cummings Elementary School, 03460020,1.3,0.9,15.9,80.1,0.2,0,1.5,51.5,48.5
Winthrop - William P. Gorman/Fort Banks Elementary, 03460015,1.7,0,14.2,81.4,0,0,2.8,53.8,46.2
Winthrop - Winthrop High School, 03460505,1.9,1.7,11.8,81.4,0.5,0,2.6,49.8,50.2
Winthrop - Winthrop Middle School, 03460305,0.4,0.6,11.8,86,0,0,1.1,51,49
Woburn - Clyde Reeves, 03470040,8.5,6.1,5,76.4,0.2,0,3.7,50.3,49.7
Woburn - Daniel L Joyce Middle School, 03470410,5.6,4.6,6.8,79.5,0.4,0.2,2.8,50.2,49.8
Woburn - Daniel P Hurld, 03470020,2.4,4.3,2.4,89.9,0,0,1,48.6,51.4
Woburn - Goodyear Elementary School, 03470005,7.8,5.6,6.5,75.1,0.3,0,4.7,54.2,45.8
Woburn - John F Kennedy Middle School, 03470405,8.3,5.5,7.9,76.1,1,0,1.2,48.7,51.3
Woburn - Linscott-Rumford, 03470025,8.5,21.4,6.7,59.4,0,0,4,46,54
Woburn - Malcolm White, 03470055,6.5,5.6,11.8,71.1,0.6,0,4.3,46.6,53.4
Woburn - Mary D Altavesta, 03470065,9.8,19.9,16.3,48.4,1.2,0.8,3.7,55.3,44.7
Woburn - Shamrock, 03470043,9.1,5.4,14.5,65.3,0.6,0.3,4.8,55.6,44.4
Woburn - Woburn High, 03470505,6.1,6.4,11.9,73.8,0.1,0.2,1.6,49.1,50.8
Woburn - Wyman, 03470060,1.1,9.4,7.2,78.5,0,0,3.9,46.4,53.6
Worcester - Belmont Street Community, 03480020,20.4,9.7,46.8,19,0.2,0,3.9,53.2,46.8
Worcester - Burncoat Middle School, 03480405,15.3,4.4,41.9,31.6,0.2,0,6.6,51.5,48.5
Worcester - Burncoat Senior High, 03480503,19.1,5.9,38.2,32.2,0.2,0,4.5,51.8,48.2
Worcester - Burncoat Street, 03480035,15.8,3.5,46.7,30.9,0,0,3.1,54.1,45.9
Worcester - Canterbury, 03480045,15.2,14.4,52.1,16.5,0.5,0,1.3,54.3,45.7
Worcester - Chandler Elementary Community, 03480050,15.2,8.8,60.3,13.4,0,0,2.3,52.1,47.9
Worcester - Chandler Magnet, 03480052,4.3,3.4,76.3,13.6,0,0,2.4,47.4,52.6
Worcester - City View, 03480053,13.3,4.4,51.1,27.6,0,0,3.6,50.1,49.9
Worcester - Claremont Academy, 03480350,9.2,9.8,72.4,7,0,0,1.7,50.4,49.6
Worcester - Clark St Community, 03480055,19.2,3.9,53.7,18.7,0,0,4.4,55.7,44.3
Worcester - Columbus Park, 03480060,13.7,10.5,48.9,23.5,0.4,0,2.9,56.1,43.9
Worcester - Doherty Memorial High, 03480512,16.1,7.8,31.7,40.6,0.3,0,3.5,54.5,45.5
Worcester - Elm Park Community, 03480095,13.6,3.2,56.7,22.6,0.2,0,3.6,53.7,46.3
Worcester - Flagg Street, 03480090,5.9,5.7,11.4,72.8,0,0,4.2,48,52
Worcester - Forest Grove Middle, 03480415,11.9,6.4,31.8,44.8,0.1,0,4.9,52.4,47.6
Worcester - Francis J McGrath Elementary, 03480177,18.1,3.7,31.8,38.8,0.3,0,7.4,51.8,48.2
Worcester - Gates Lane, 03480110,14.9,13.1,37.1,29.4,0.3,0,5.2,62.8,37.2
Worcester - Goddard School/Science Technical, 03480100,10.1,10.8,57.1,17.2,0.8,0,4.1,55.5,44.5
Worcester - Grafton Street, 03480115,17.8,6.1,44.3,25.9,0,0,5.9,53.3,46.7
Worcester - Head Start, 03480002,18.4,3.2,58.9,17.5,0.4,0.4,1.3,50,50
Worcester - Heard Street, 03480136,9.3,11.5,20.8,53.2,0.4,0,4.8,47.2,52.8
Worcester - Jacob Hiatt Magnet, 03480140,25.8,3.2,52.5,12.7,0,0,5.9,48.6,51.4
Worcester - Lake View, 03480145,15.7,9,17.4,53.2,0.3,0,4.3,51.8,48.2
Worcester - Lincoln Street, 03480160,18.9,4.6,58.6,12.3,0.7,0,4.9,51.6,48.4
Worcester - May Street, 03480175,9.8,8.6,20.2,49.3,0.3,0,11.9,48.1,51.9
Worcester - Midland Street, 03480185,6.6,10.3,10.3,63.6,0.4,0,8.7,53.7,46.3
Worcester - Nelson Place, 03480200,11,6.2,16.5,61,0,0,5.3,54.6,45.4
Worcester - Norrback Avenue, 03480202,21.6,5.1,28.4,40.6,0,0,4.2,52.1,47.9
Worcester - North High, 03480515,19.3,8.3,47.9,21,0.4,0,3.1,52.1,47.9
Worcester - Quinsigamond, 03480210,18.9,7.3,39.6,30.2,0.1,0,3.9,47.8,52.2
Worcester - Rice Square, 03480215,16.5,7.5,37.4,32.5,0,0,6.1,53.9,46.1
Worcester - Roosevelt, 03480220,15.3,4.7,27.8,47.7,0,0,4.4,48.8,51.2
Worcester - South High Community, 03480520,17.1,12.7,43.7,23.9,0.1,0,2.5,52.9,47.1
Worcester - Sullivan Middle, 03480423,14.6,11.4,42.4,26.9,0.2,0,4.5,52.3,47.7
Worcester - Tatnuck, 03480230,19.5,5.5,22.9,47.3,0,0,4.9,47.3,52.7
Worcester - Thorndyke Road, 03480235,14.1,4.3,22.1,56.1,0,0,3.5,46.3,53.7
