School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,Student Included,Avg. Scaled Score,SGP,Included In SGP,Ach. PCTL
Newton - Franklin,02070055,MATH,         134,64,          28,13,         106,51,          61,29,          14,7,         209,     507.5,          55.0,         129,82
Newton - Horace Mann,02070075,ELA,         121,55,          18,8,         103,47,          82,37,          16,7,         219,     503.3,          49.0,         145,65
Newton - Horace Mann,02070075,MATH,         121,55,          20,9,         101,46,          79,36,          20,9,         220,     501.6,          56.5,         142,60
Newton - John Ward,02070120,ELA,         115,71,          21,13,          94,58,          44,27,           3,2,         162,     511.1,          44.0,          99,92
Newton - John Ward,02070120,MATH,         121,75,          33,20,          88,54,          35,22,           6,4,         162,     513.8,          38.0,          99,95
Newton - Lincoln-Eliot,02070070,ELA,          78,48,          12,7,          66,40,          69,42,          17,10,         164,     499.2,          48.0,          96,47
Newton - Lincoln-Eliot,02070070,MATH,          88,54,          14,9,          74,45,          61,37,          15,9,         164,     501.5,          60.5,          96,60
Newton - Mason-Rice,02070080,ELA,         193,81,          52,22,         141,59,          45,19,           0,0,         238,     516.2,          54.0,         146,98
Newton - Mason-Rice,02070080,MATH,         191,80,          53,22,         138,58,          45,19,           3,1,         239,     516.0,          73.0,         147,97
Newton - Memorial Spaulding,02070105,ELA,         137,67,          21,10,         116,57,          59,29,           7,3,         203,     507.1,          62.0,         127,80
Newton - Memorial Spaulding,02070105,MATH,         156,77,          43,21,         113,56,          40,20,           7,3,         203,     514.0,          70.0,         127,95
Newton - Oak Hill Middle,02070320,ELA,         447,73,         124,20,         323,53,         148,24,          15,2,         610,     512.3,          61.0,         572,94
Newton - Oak Hill Middle,02070320,MATH,         445,73,         153,25,         292,48,         140,23,          23,4,         608,     514.0,          58.0,         563,95
Newton - Peirce,02070100,ELA,         115,77,          35,23,          80,53,          30,20,           5,3,         150,     514.5,          67.0,         104,97
Newton - Peirce,02070100,MATH,         105,70,          26,17,          79,53,          38,25,           7,5,         150,     511.0,          73.0,         104,90
Newton - Underwood,02070115,ELA,          87,59,          10,7,          77,52,          45,31,          15,10,         147,     501.4,          46.0,          97,58
Newton - Underwood,02070115,MATH,          84,57,          17,12,          67,46,          52,35,          11,7,         147,     505.3,          55.0,          95,74
Newton - Williams,02070125,ELA,          71,54,          17,13,          54,41,          52,40,           8,6,         131,     504.2,          49.0,          83,68
Newton - Williams,02070125,MATH,          76,58,          15,11,          61,47,          46,35,           9,7,         131,     503.8,          56.0,          82,69
Newton - Zervas,02070130,ELA,          99,64,          19,12,          80,52,          50,32,           6,4,         155,     508.3,          54.0,          89,84
Newton - Zervas,02070130,MATH,          95,61,          21,14,          74,48,          53,34,           7,5,         155,     506.8,          48.0,          87,80
Norfolk - Freeman-Kennedy School,02080005,ELA,         309,64,          36,7,         273,56,         166,34,          10,2,         485,     505.6,          46.0,         334,75
Norfolk - Freeman-Kennedy School,02080005,MATH,         361,74,          65,13,         296,61,         112,23,          12,2,         485,     510.2,          67.0,         334,88
North Adams - Brayton,02090035,ELA,          63,36,           3,2,          60,34,          91,52,          21,12,         175,     493.5,          41.0,         133,25
North Adams - Brayton,02090035,MATH,          55,31,           3,2,          52,30,         100,57,          20,11,         175,     493.1,          27.0,         133,27
North Adams - Colegrove Park Elementary,02090008,ELA,          50,25,           4,2,          46,23,         114,57,          35,18,         199,     490.1,          37.5,         138,17
North Adams - Colegrove Park Elementary,02090008,MATH,          45,23,           2,1,          43,22,         109,55,          44,22,         198,     488.0,          25.0,         134,14
North Adams - Drury High,02090505,ELA,          20,21,           1,1,          19,20,          54,56,          22,23,          96,     485.5,          29.0,          93,8
North Adams - Drury High,02090505,MATH,          18,19,           0,0,          18,19,          58,60,          20,21,          96,     485.3,          34.0,          93,9
North Adams - Greylock,02090015,ELA,          58,31,           4,2,          54,29,         110,59,          18,10,         186,     492.0,          28.0,         140,20
North Adams - Greylock,02090015,MATH,          63,34,           5,3,          58,31,         111,60,          11,6,         185,     494.6,          40.0,         138,32
North Andover - Annie L Sargent School,02110018,ELA,         138,49,          12,4,         126,45,         125,45,          17,6,         280,     501.8,          52.0,         179,60
North Andover - Annie L Sargent School,02110018,MATH,         136,49,           7,3,         129,46,         130,46,          14,5,         280,     500.8,          52.0,         179,56
North Andover - Atkinson,02110001,ELA,         111,55,          15,7,          96,48,          73,36,          17,8,         201,     502.8,          58.0,         119,64
North Andover - Atkinson,02110001,MATH,          98,49,          15,7,          83,41,          87,43,          16,8,         201,     500.7,          51.0,         119,56
North Andover - Franklin,02110010,ELA,         178,72,          40,16,         138,56,          62,25,           8,3,         248,     510.8,          59.0,         161,92
North Andover - Franklin,02110010,MATH,         171,69,          51,21,         120,48,          65,26,          12,5,         248,     511.8,          59.5,         162,92
North Andover - Kittredge,02110015,ELA,         100,66,          15,10,          85,56,          49,32,           3,2,         152,     507.9,          57.0,          99,83
North Andover - Kittredge,02110015,MATH,         105,70,          27,18,          78,52,          36,24,          10,7,         151,     512.5,          74.0,          95,93
North Andover - North Andover Middle,02110305,ELA,         733,65,         111,10,         622,55,         339,30,          50,4,"       1,122",     507.0,          56.5,"       1,076",80
North Andover - North Andover Middle,02110305,MATH,         747,67,         163,15,         584,52,         325,29,          47,4,"       1,119",     508.9,          64.0,"       1,074",86
North Andover - Thomson,02110020,ELA,          95,54,           9,5,          86,49,          76,43,           4,2,         175,     501.4,          52.5,         104,59
